ProductLink,Description,SellerStore,StoreLink,Rating,Price,ModleName,Carrier,Brand,FormFactor,Memory,OperatingSystem,Color,Cellular,SimCount,Year,AdditionalComponents
https://www.amazon.com//Samsung-Galaxy-Verizon-Unlocked-128GB/dp/B07PB5BXMZ/ref=sr_1_253?keywords=used+phones&qid=1646080963&sr=8-253,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism Blue,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,4.4,,,Verizon,Samsung Electronics,Bar,128 GB,Android 9.0,Prism Blue,"4G, 2G",Single SIM,2019,"Phone Head set sim pin Charger, USB cable"
https://www.amazon.com//Google-Smartphone-Worldwide-Certified-Refurbished/dp/B07F18GCQK/ref=sr_1_254?keywords=used+phones&qid=1646080963&sr=8-254,"Google Pixel 2 64 GB Unlocked Smartphone for All GSM Carriers Worldwide, Just Black (Renewed)",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,3.9,$134.90,Pixel 2,Unlocked,Google,Smartphone,64 GB,Google_android,Just Black,2G,,,
https://www.amazon.com//Samsung-Factory-Unlocked-Smartphone-Resistant/dp/B08XX4P7LB/ref=sr_1_255?keywords=used+phones&qid=1646080963&sr=8-255,"Samsung Galaxy A52 5G, Factory Unlocked Smartphone, Android Cell Phone, Water Resistant, 64MP Camera, US Version, 128GB, Black",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,4.5,,A52,Unlocked,Samsung Electronics,Bar,128 GB,Android,Black,5G,Dual SIM,2021,
https://www.amazon.com//Google-Pixel-Memory-Unlocked-Renewed/dp/B07TTJTDQ9/ref=sr_1_256?keywords=used+phones&qid=1646080963&sr=8-256,Google - Pixel 3a XL with 64GB Memory Cell Phone (Unlocked) - Just Black (Renewed),Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,4.0,$145.50,Google Pixel 3a XL,Unlocked,Google,Smartphone,64 GB,"Chrome OS, Android",Just Black,4G,,,"USB-C to C Cable, SIM tool, AC Adapter, OTG Dongle, Quick Start Guide"
https://www.amazon.com//aderroo-Full-Screen%EF%BC%8CFront-Cameras%EF%BC%8C2GB-3GWCDMA%EF%BC%9A850-2100MHZ%EF%BC%88red%EF%BC%89/dp/B09KGLD5MF/ref=sr_1_257?keywords=used+phones&qid=1646080963&sr=8-257,"Unlocked Cell Phone，Y77 aderroo Android Smartphone, 5.75-inch IPS Full-Screen，Front and Rear Cameras，2GB RAM 16GB ROM，Only Supports Dual SIM Card Frequency Band of 3GWCDMA：850/2100MHZ（red）",rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,2.5,$59.99,,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,,,3G,Dual SIM,,
https://www.amazon.com//OnePlus-Unlocked-Smartphone-Midnight-BE2026/dp/B08R7D4KZJ/ref=sr_1_258?keywords=used+phones&qid=1646080963&sr=8-258,"OnePlus Nord N10 5G Unlocked Smartphone, Midnight Ice​, 90Hz Refresh Rate, 6GB RAM + 128GB storage, US Version, Model BE2026",OnePlus Store,https://www.amazon.com/stores/OnePlus/page/DE8A8620-9A54-4832-96B0-3284E24E9A3A?ref_=ast_bln,4.2,,OnePlus Nord N10 5G,Unlocked,OnePlus,Bar,128 GB,Android 10.0,Midnight Ice,5G,,2021,"Phone, power adapter, cable, SIM card ejector, manual"
https://www.amazon.com//Nokia-Unlocked-Hotspot-Assistant-Charcoal/dp/B08SV2Y7J6/ref=sr_1_259?keywords=used+phones&qid=1646080963&sr=8-259,Nokia 6300 4G | Unlocked | Dual SIM | WiFi Hotspot | Social Apps | Google Maps and Assistant | Light Charcoal,ia,https://www.amazon.com/Nokia/b/ref=bl_dp_s_web_2530015011?ie=UTF8&node=2530015011&field-lbr_brands_browse-bin=Nokia,3.6,$69.99,6300 4G,Unlocked,Nokia,Bar,512 MB,Kai OS,Light Charcoal,4G,Dual SIM,2020,
https://www.amazon.com//Galaxy-S8-Active-SM-G892A-Unlocked/dp/B074V251PS/ref=sr_1_260?keywords=used+phones&qid=1646080963&sr=8-260,"Samsung Galaxy S8 ACTIVE (G892A) Military-Grade Durable Smartphone w/ 5.8"" Shatter-Resistant Glass, Meteor Gray",axy S8 Active,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Galaxy+S8+Active,3.8,,Galaxy S8 Active,Unlocked,Galaxy S8 Active,Touch Bar,64 GB,Android 7.0,,2G,Single SIM,,
https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A09437503A7XAUD8T8HT&url=%2FDesktop-Telephone-Landline-English-Display%2Fdp%2FB088H28V23%2Fref%3Dsr_1_261_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080963%26sr%3D8-261-spons%26psc%3D1%26smid%3DA1CT8ZZ6JVKBHJ&qualifier=1646080963&id=991635810191473&widgetName=sp_btf,"Desktop Corded Telephone, Wired Landline Phone Corded Desktop Phone Landline Telephone DTMF/FSK English Display for Home Office Hotel Call Center (White)",TOPINCN Store,https://www.amazon.com/stores/TOPINCN/page/8EECDAFD-EAAE-4083-8317-DBB741A3DE14?ref_=ast_bln,2.4,$31.79,,,TOPINCN,,,,Default,,,,
https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A0936865RTLCAQW4SNTX&url=%2FTelephone-Desktop-Corded-Landline-Function%2Fdp%2FB07YLK82L3%2Fref%3Dsr_1_262_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080963%26sr%3D8-262-spons%26psc%3D1&qualifier=1646080963&id=991635810191473&widgetName=sp_btf,"Mini Wall Phone, Retro Wall Mount Telephone Desktop Corded Landline Phone Fixed Telephone with Flash/Call Mute/Last Number redial Function for Home,Hotel,School and Office(Black)",sa,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=fo+sa,2.9,$22.69,,,Fo sa,,,,Black,,,,
https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A06020011PP49TP6Y4X51&url=%2FSAMSUNG-Included-Long-Lasting-Powerful-Performance%2Fdp%2FB09HP34CZ8%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080965%26sr%3D8-257-spons%26psc%3D1%26smid%3DA3S4H3E5TUN1NP&qualifier=1646080965&id=3218490428391613&widgetName=sp_atf_next,"SAMSUNG Galaxy Tab S7 FE 2021 Android Tablet 12.4” Screen WiFi 64GB S Pen Included Long-Lasting Battery Powerful Performance, Mystic Black (Renewed)",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,5.0,$369.99,,,,,,,,,,,
https://www.amazon.com//Samsung-Galaxy-S8-Verizon-Wireless/dp/B06Y3GYZKW/ref=sr_1_258?keywords=used+phones&qid=1646080965&sr=8-258,"Samsung Galaxy S8, 5.8"" 64GB (Verizon Wireless) - Midnight Black",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,4.2,,Galaxy S8,Verizon,Samsung Electronics,Smartphone,64 GB,,Midnight Black,LTE,,,Samsung Galaxy S8;Pre-Installed SIM Card;Wall Charger;USB Cable
https://www.amazon.com//Smartphone-Stylish-Cellphone-Smartphone-Bluetooth-Recognition/dp/B0957HWQJ8/ref=sr_1_259?keywords=used+phones&qid=1646080965&sr=8-259,"I12 Pro Max Unlocked Smartphone-Stylish 6.26Inch Bang Screen Cellphone 1+8GB Dual Card Dual Standby Android Smartphone Support for WIFI,Bluetooth,Face Recognition and Memory Expansion(Gold)(US plug)",OSAFENAR,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=FOLOSAFENAR,2.6,$154.95,,Unlocked,FOLOSAFENAR,Smartphone,8 GB,Android 6.0,US plug,3G,,,"Earphone, Adapter, Screen Protector, USB Cable"
https://www.amazon.com//BlackBerry-Z10-STL100-3-Unlocked-Phone/dp/B00BC0WNUC/ref=sr_1_260?keywords=used+phones&qid=1646080965&sr=8-260,"BlackBerry Z10 Unlocked Cellphone, 16GB, Black",BlackBerry Store,https://www.amazon.com/stores/BlackBerry%C2%AE+Mobility/page/72F1E670-84CF-4756-81E3-EA2C203B8D7B?ref_=ast_bln,4.2,,Z10,Unlocked,BlackBerry,Smartphone,16 GB,Rim_blackberry,Black,4G,,,
https://www.amazon.com//Verizon-Prepaid-4G-Smartphone-MOTXT20051PP/dp/B07XRPFWZV/ref=sr_1_261?keywords=used+phones&qid=1646080965&sr=8-261,Verizon Prepaid 4G Smartphone - MOTXT20051PP Motorola Moto E6 - Starry Black - Carrier Locked to Verizon Prepaid,orola,https://www.amazon.com/Motorola/b/ref=bl_dp_s_web_21200964011?ie=UTF8&node=21200964011&field-lbr_brands_browse-bin=Motorola,4.1,$91.00,080-02-0271,Verizon,Motorola,Smartphone,16 GB,Android 9.0,Black,4G,Single SIM,,Adapter
https://www.amazon.com//Samsung-Galaxy-Factory-Unlocked-Warranty/dp/B07N4PTH5K/ref=sr_1_262?keywords=used+phones&qid=1646080965&sr=8-262,Samsung Galaxy S10e Factory Unlocked Android Cell Phone | US Version | 256GB of Storage | Fingerprint ID and Facial Recognition | Long-Lasting Battery | U.S. Warranty | Prism White,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,4.2,,S10e White 256,Unlocked,Samsung Electronics,Smartphone,256 GB,Android 9.0,White,LTE,,,"Device, battery, travel adapter"
https://www.amazon.com//RCA-Unlocked-Smartphone-Android-Black/dp/B07KS366GB/ref=sr_1_263?keywords=used+phones&qid=1646080965&sr=8-263,"RCA Q2 Android 9.0 Pie, 5.0"" HD, 4G LTE, 16GB, 8MP 5MP Dual Camera, Dual Sim, Unlocked Smartphone (Black)",RCA Store,https://www.amazon.com/stores/RCATVs/page/3E34B8D8-734C-41A9-BDE2-4E14527E2992?ref_=ast_bln,3.3,$73.00,,Cricket,RCA,Smartphone,16 GB,Android,Black,,Dual SIM,,
https://www.amazon.com//Apple-iPhone-11-64GB-Red/dp/B08BHV6W5Y/ref=sr_1_264?keywords=used+phones&qid=1646080965&sr=8-264,"Apple iPhone 11, 64GB, Red - Unlocked (Renewed Premium)",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,4.5,$449.00,IPhone 11,Unlocked for All Carriers,Apple,Smart Phone,64 GB,IOS 12,Red,4G,Dual SIM,,Charging cable and block
https://www.amazon.com//Samsung-Galaxy-Unlocked-International-Awesome/dp/B08ZHNGKHB/ref=sr_1_265?keywords=used+phones&qid=1646080965&sr=8-265,"Samsung Galaxy A52 (128GB, 6GB) 6.5"" Dual SIM GSM Unlocked 4G LTE International Model A525M/DS (Awesome Blue)",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,4.5,$415.00,,T-Mobile,Samsung Electronics,Smartphone,128 GB,Android 11,Awesome Blue,"4G, 3G, 2G",Dual SIM,2021,USB Cable
https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A056503023R6OHSAV5BF&url=%2FUMIDIGI-X10-Smartphones-Waterproof-Shockproof%2Fdp%2FB09J4CHGCT%2Fref%3Dsr_1_266_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080965%26sr%3D8-266-spons%26psc%3D1&qualifier=1646080965&id=3218490428391613&widgetName=sp_mtf,"UMIDIGI Bison X10 Rugged Unlocked Smartphones,4G+64GB Android 11 IP68/IP69K Waterproof Shockproof Phone Helio P60 20MP Camera 6.53"" FHD+ 6150mAh Fast Charge Global Version NFC Rugged Smartphone",UMIDIGI Store,https://www.amazon.com/stores/UMIDIGI/page/0E4AFF25-3144-4A17-8A04-7424875685E8?ref_=ast_bln,4.2,$229.99,BISON X10,Unlocked for All Carriers,UMIDIGI,Smartphone,64 GB,Android 11,Hack Black,4G,Dual SIM,2021,
https://www.amazon.com//Samsung-SM-A022M-International-Version-Warranty/dp/B08X191MR8/ref=sr_1_267?keywords=used+phones&qid=1646080965&sr=8-267,"Samsung Galaxy A02 SM-A022M/DS, 4G LTE, International Version (No US Warranty), 64GB, 3GB, Black - GSM Unlocked (At&t Tmobile Metro Latin Europe)",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,4.0,$155.70,SM-A022M,,Samsung Electronics,Foldable Case,64 GB,Android 10.0,Black,"4G, 3G, 2G",Dual SIM,2021,USB Cable
https://www.amazon.com//Samsung-Factory-Unlocked-Warranty-Renewed/dp/B08HFFFF8B/ref=sr_1_268?keywords=used+phones&qid=1646080965&sr=8-268,"Samsung Galaxy Note 10+ Factory Unlocked Cell Phone with 256 GB (U.S. Warranty), Aura Black/ Note10+ (Renewed)",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,4.3,$435.00,Note 10+,Unlocked,Samsung Electronics,Smartphone,256 GB,Android,Aura Black,"4G, 3G,2G",,,"Handset, Travel Adapter, Data Cable, AKG Headset, Ejection Pin, USB Connector, S Pen Accessory, Screen Protector Leaflet, Smart Switch Insert, Quick Reference Manual, Terms & Conditions/ Health & Safety GuideHandset, Travel Adapter, Data Cable, AKG Headset, Ejection Pin, USB Connector, S Pen Accessory, Screen Protector Leaflet, Smart Switch Insert, Quick Reference Manual, Ter…"
https://www.amazon.com//LG-Verizon-Warranty-Certified-Refurbished/dp/B07G2NQ51C/ref=sr_1_269?keywords=used+phones&qid=1646080965&sr=8-269,LG - G7 ThinQ for Verizon - 64GB - 6.1in QHD Display - Aurora Black - US Warranty (Renewed),Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,4.3,$104.99,G7 ThinQ,Verizon,LG,Smartphone,4 GB,,Black,,,,
https://www.amazon.com//BlackBerry-Passport-Unlocked-SQW100-1-Smartphone/dp/B00NSRC4Y2/ref=sr_1_270?keywords=used+phones&qid=1646080965&sr=8-270,"BlackBerry Passport 32GB Factory Unlocked (SQW100-1) GSM 4G LTE Smartphone - Black (International Version, Blackberry OS)",BlackBerry Store,https://www.amazon.com/stores/BlackBerry%C2%AE+Mobility/page/72F1E670-84CF-4756-81E3-EA2C203B8D7B?ref_=ast_bln,3.9,,Passport,Unlocked,BlackBerry,Smartphone,32 GB,BlackBerry 10.0,Black,"4G, 3G, 2G",,2014,"USB Charging Cable, USB Charging Block"
https://www.amazon.com//Samsung-Galaxy-S21-5G-Version/dp/B08Z63QRD2/ref=sr_1_271?keywords=used+phones&qid=1646080965&sr=8-271,"Samsung Galaxy S21+ Plus 5G, US Version, 128GB, Phantom Silver - Unlocked (Renewed)",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,4.4,$639.00,,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Phantom Violet,5G,Single SIM,,
https://www.amazon.com//LG-Stylo-Android-Smartphone-Unlocked/dp/B08K3QM79K/ref=sr_1_272?keywords=used+phones&qid=1646080965&sr=8-272,"LG Stylo 6 Android Smartphone – 64 GB - (Renewed) (White, GSM Unlocked)",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,3.8,$198.99,,Unlocked,LG,Smartphone,64 GB,Android 10.0,White,2G,,,Stylus
https://www.amazon.com//Apple-iPhone-Xs-256GB-Gold/dp/B08BDZQXX5/ref=sr_1_273?keywords=used+phones&qid=1646080965&sr=8-273,"Apple iPhone Xs, 256GB, Gold - Fully Unlocked (Renewed Premium)",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,4.0,$379.00,IPhone XS,Unlocked for All Carriers,Apple,Smartphone,256 GB,IOS 13,GOLD,4G,,,"Charging cable and block, and sim tray removal tool"
https://www.amazon.com//Black-Shark-Unlocked-Charging-Snapdragon/dp/B09BQP1LG8/ref=sr_1_274?keywords=used+phones&qid=1646080965&sr=8-274,"Black Shark 4 Unlocked Phone, 5G Gaming Phone, Fast Charging 120W Cell Phone 8+128GB, 144Hz Snapdragon 870 Android Phone, 6.67"" 48MP 4500mAh NFC Mobile Phone Global Version - Black Glare",Black Shark Store,https://www.amazon.com/stores/BlackShark/page/AB00BD77-9616-448B-A283-4BC3AA19C2A7?ref_=ast_bln,4.4,$499.00,Black Shark 4,Unlocked for All Carriers,Black Shark,Smartphone,128 GB,Android,Black,5G,Dual SIM,2021,
https://www.amazon.com//Motorola-Smartphone-Memory-Unlocked-Cellular/dp/B089GX3SHV/ref=sr_1_273?keywords=used+phones&qid=1646080968&sr=8-273,Moto G Power | 3-Day Battery | Unlocked for GSM & Verizon| Made for US by Motorola | 4/64GB | 16MP Camera | 2020 | Black (Renewed),zon Renewed,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,4.2,$219.99,Moto G Power 2020 US - XT2041-4,Unlocked,Motorola,Smartphone,64 GB,Android,Smoke Black,4G,Single SIM,2020,
https://www.amazon.com//OnePlus-Storage-Factory-Unlocked-Display/dp/B07K76LBLZ/ref=sr_1_274?keywords=used+phones&qid=1646080968&sr=8-274,OnePlus 6T A6013 128GB Storage + 8GB Memory T-Mobile and GSM + Verizon Unlocked 6.41 inch AMOLED Display Android 9 - Mirror Black US Version,OnePlus Store,https://www.amazon.com/stores/OnePlus/page/DE8A8620-9A54-4832-96B0-3284E24E9A3A?ref_=ast_bln,4.4,$249.00,OnePlus 6T,T-Mobile,OnePlus,Smartphone,128 GB,Android 9.0,,2G,Single SIM,,
